filename,photographer,year,title,call_numer
americas-production-chief-donald-nelson-americas.jpg,Albert Freeman,1942,"America&#39;s production chief. Donald Nelson, America&#39;s production chief, streamlines his personal life just as he streamlines the war effort on the home front. Before buckling down to his huge daily task as chairman of the War Production Board (WPB), Mr. Nelson snatches a 7:30 breakfast in the coffee shop of his hotel where he occupies a simple three-room apartment",oem2002003741/PP
chicago-illinois-workmen-inspecting-journal-boxes.jpg,Jack Delano,1942,"Chicago, Illinois. Workmen inspecting journal boxes of a train in a Chicago and Northwestern Railroad departure yard",owi2001014931/PP
windmill-and-water-tower-from-which.jpg,Russell Lee,1938,"Windmill and water tower from which running water is available in home of Joseph La Blanc. Near Crowley, Louisiana",fsa2000012818/PP
george-arnole-exhibits-a-super-of.jpg,Arthur Rothstein,1939,"George Arnole exhibits a super of honey raised on his farm in Chaffee County, Colorado",fsa1997012499/PP
young-family-on-ditch-bank-waiting.jpg,Dorothea Lange,1939,"Young family on ditch bank, waiting to enter farm family labor camp (FSA - Farm Security Administration). They came from North Dakota, have young baby. &quot;Two years in this kind of work.&quot; Merrill, Klamath County, Oregon",fsa2000004542/PP
craig-field-flying-cadets-quarters-craig.jpg,John Collier,1941,"Craig Field flying cadet&#39;s quarters. Craig Field, Southeastern Air Training Center, Selma, Alabama",fsa2000051322/PP
corner-of-soper-kitchen-they-brought.jpg,Dorothea Lange,1939,"Corner of Soper kitchen. They brought separator from Montana. Has been in use fourteen years. General caption number 72. Malheur County, Oregon",fsa2000004779/PP
reading-newspaper-sarasota-trailer-park-sarasota.jpg,Marion Post Wolcott,1941,"Reading newspaper. Sarasota trailer park, Sarasota, Florida",fsa2000037495/PP
parade-of-the-portugueseamerican-festival-of.jpg,Russell Lee,1942,"Parade of the Portuguese-American Festival of the Holy Ghost at Novato, California",owi2001005644/PP
new-york-new-york-old-chinese.jpg,Marjory Collins,1942,"New York, New York. Old Chinese woman in Chinatown",owi2001009533/PP
continental-divide-sweetwater-county-wyoming.jpg,Arthur Rothstein,1940,"Continental Divide. Sweetwater County, Wyoming",fsa2000010868/PP
lunch-hour-at-country-school-grundy.jpg,Arthur Rothstein,1939,"Lunch hour at country school. Grundy County, Iowa",fsa2000009803/PP
detroit-michigan-executive-at-the-crowleymilner.jpg,Arthur S. Siegel,1941,"Detroit, Michigan. Executive at the Crowley-Milner department store",owi2001018584/PP
sam-clover-in-charge-of-poultry.jpg,Marion Post Wolcott,1941,"Sam Clover, in charge of poultry department, and his helper bringing in case of eggs out of the poultry house. Eggs are marketed through large cafes, restaurants and eating houses in Omaha. The demand for the co-op&#39;s premium eggs is in excess of the supply. Two Rivers Non-Stock Cooperative, Farm Security Administration co-op. Waterloo, Nebraska",fsa2000040132/PP
newport-new-jersey-vicinity-pickers-from.jpg,John Collier,1942,"Newport, New Jersey (vicinity). Pickers from the FSA (Farm Security Administration) camp working in John Hanby&#39;s bean field",fsa2000054560/PP
mrs-fred-wilkins-passing-cake-to.jpg,Marion Post Wolcott,1939,"Mrs. Fred Wilkins passing cake to the men at dinner on corn-shucking day. Tallyho, Stem, Granville County, North Carolina",fsa2000033070/PP
santa-fe-new-mexico-art-museum.jpg,John Collier,1943,"Santa Fe, New Mexico. Art museum",owi2001020851/PP
covered-bridge-at-wallingford-vermont.jpg,Edwin Locke,1937,"Covered bridge at Wallingford, Vermont",fsa1998023595/PP
a-plane-taxiing-off-at-the.jpg,Jack Delano,1941,"A plane taxiing off at the municipal airport in Washington, D.C.",fsa1998008612/PP
fort-belvoir-virginia-staff-sergeant-rocco.jpg,John Vachon,1943,"Fort Belvoir, Virginia. Staff Sergeant Rocco Biviano at the rifle range. He is formerly of Niles, Ohio. Both of his parents were born in Italy",owi2001016527/PP
window-of-apartment-house-rented-to.jpg,Russell Lee,1941,"Window of apartment house rented to Negroes. Chicago, Illinois",fsa2000020099/PP
phillips-gasoline-plant-borger-texas-preparing.jpg,John Vachon,1942,"Phillips gasoline plant. Borger, Texas. Preparing to load oil tank cars",owi2001014196/PP
at-the-funeral-of-mr-lov.jpg,Jack Delano,1941,"At the funeral of Mr. Lov Smith, who was warden at the Greene County prison camp, Georgia",fsa1998007899/PP
finished-connecting-rods-ready-to-be.jpg,Alfred T. Palmer,1941,"Finished connecting rods ready to be assembled to the crankshaft of a marine engine. Packard marine engine plant, Detroit",oem2002000672/PP
james-f-drigger-and-family-tending.jpg,John Collier,1941,"James F. Drigger and family tending their chickens purchased through the &quot;Food for Defense&quot; program. Coffee County, Alabama",fsa2000051393/PP
bethlehemfairfield-shipyards-baltimore-maryland-room-and.jpg,Arthur S. Siegel,1943,"Bethlehem-Fairfield shipyards, Baltimore, Maryland. Room and flags in the shipyard",owi2001027170/PP
worker-in-washington-tinplate-works-washington.jpg,Jack Delano,1941,"Worker in Washington Tinplate Works. Washington, Pennsylvania",fsa2000024797/PP
midway-imperial-county-fair-california.jpg,Russell Lee,1942,"Midway. Imperial County Fair, California",fsa2000048992/PP
department-of-agriculture-exhibit-washington-dc.jpg,Arthur Rothstein,1939,"Department of Agriculture exhibit. Washington, D.C.",fsa2000010570/PP
lumberjack-with-bandaged-head-after-being.jpg,Russell Lee,1937,"Lumberjack with bandaged head after being beaten up and &quot;rolled&quot; in a saloon on Saturday night in Craigsville, Minnesota",fsa1997022272/PP
dallas-texas-linotype-operator-on-the.jpg,John Vachon,1943,"Dallas, Texas. Linotype operator on the Dallas Morning News looking up the spelling of a word in the dictionary",owi2001024529/PP
construction-detail-of-fence-near-bethlehem.jpg,Paul Carter,1936,"Construction detail of fence near Bethlehem, Pennsylvania. The fence posts are state",fsa1998022726/PP
negro-quarters-for-migrant-agricultural-labor.jpg,Marion Post Wolcott,1939,"Negro quarters for migrant agricultural labor. Lake Harbor, Florida. The windows and &quot;screens&quot; are very exceptional",fsa2000031450/PP
farm-children-climbing-chutethechutes-southeast-missouri.jpg,Russell Lee,1938,"Farm children climbing chute-the-chutes, Southeast Missouri Farms Project school",fsa1997023441/PP
dorothy-bettencourt-queen-of-the-holy.jpg,Russell Lee,1942,"Dorothy Bettencourt, Queen of the Holy Ghost Festival of the Portuguese-Americans at Novato, California, in front of the altar in the I.D.E.S.I. hall. She holds the crown which she will wear after special mass is said",owi2001005529/PP
mexican-grandmother-of-migrant-family-picking.jpg,Dorothea Lange,1938,"Mexican grandmother of migrant family picking tomatoes in commercial field. Santa Clara County, California",fsa2000001936/PP
de-land-pool-skilled-craftsmen-workers.jpg,Howard R. Hollem,1942,"De Land pool. Skilled craftsmen. Workers in Florida&#39;s war production pools come from all walks and ways of life. Painter on the De Land war contract is Curtis Yelvington, forty-five, born and reared in De Land. He has one son in the coast artillery and another in the Navy, both volunteers. He says, &quot;We are doing everything in our power to help win this war.&quot; In the last war, Yelvington tried to enlist three times and finally made it - the day before the armistice was signed",oem2002004035/PP
hoe-culture-in-the-south-poor.jpg,Dorothea Lange,1936,"Hoe culture in the South. Poor white, North Carolina",fsa1998021684/PP
spanish-trappers-returning-in-their-homebuilt.jpg,Marion Post Wolcott,1941,"Spanish trappers returning in their home-built pirogues (canoes) in the evening after having made the rounds of their muskrat traps. In the marshes near Delacroix Island, Louisiana. See general caption no. 1",fsa1998016295/PP
port-kelly-where-wheat-belonging-to.jpg,Russell Lee,1941,"Port Kelly where wheat belonging to members of the Walla Walla Grain Growers is stored and shipped by barge to Portland. Walla Walla County, Washington",fsa2000021332/PP
the-only-home-of-a-depressionrouted.jpg,Dorothea Lange,1936,The only home of a depression-routed family of nine from Iowa,fsa1998021802/PP
nevada-missouri.jpg,John Vachon,1942,"Nevada, Missouri",fsa1998005690/PP
new-york-new-york--undertakers.jpg,Sheldon Dick,1938,"New York, New York. 1938(?). Undertaker&#39;s establishment on East 63rd Street",fsa2000021578/PP
the-government-bought-this-wheat-from.jpg,Jack Delano,1941,"The government bought this wheat from a farmer who had to move out of the Army camp area. It was then sold to a contractor. Contractor&#39;s combine harvesting wheat. Caroline County, Virginia",fsa2000026458/PP
tying-a-rope-around-spinach-baskets.jpg,Russell Lee,1939,"Tying a rope around spinach baskets to keep them from falling off truck, La Pryor, Texas",fsa1997025450/PP
antebellum-plantation-vicksburg-mississippi.jpg,Walker Evans,1936,"Antebellum plantation. Vicksburg, Mississippi",fsa1998020879/PP
klamath-falls-oregon-picnickers-at-city.jpg,Russell Lee,1942,"Klamath Falls, Oregon. Picnickers at city park",fsa2000050104/PP
gloucester-massachusetts-main-street.jpg,Gordon Parks,1943,"Gloucester, Massachusetts. Main street",owi2001030743/PP
clearing-space-to-pile-topped-sugar.jpg,Russell Lee,1937,"Clearing space to pile topped sugar beets; this makes scooping them up easier, East Grand Forks, Minnesota",fsa1997022189/PP
conversion-automobile-industry-automobile-plant-layout.jpg,Alfred T. Palmer,1942,"Conversion. Automobile industry. Automobile plant layout engineer studies scale model of a tank assembly plant. Note cars and trucks on model. The Plymouth Company, Chrylser Corporation, Detroit, Michigan",oem2002001335/PP
somewhere-on-the-persian-corridor-a.jpg,Nick Parrino,1943,Somewhere on the Persian corridor. A United States Army truck convoy carrying supplies for the aid of Russia at a fueling point,owi2001027900/PP
barrage-balloon-manufacture-birthplace-for-airwhalesgigantic.jpg,Alfred T. Palmer,1941,"Barrage balloon manufacture. Birthplace for air-whales--gigantic barrage balloons which look like monster whales-of-the-air, made in this huge room. Four are seen here: left rear is a balloon being folded into the shipping container at the extreme rear; next to it is an inflated balloon on which final inspection and checking is now complete, and ready for deflation and packing; at the right is a completed balloon in the process of being inflated for inspection; in the foreground is an assembled balloon awaiting final fitting and inflation. General Tire and Rubber Company, Akron, Ohio",oem2002010543/PP
storm-cellar-on-the-texas-plains.jpg,Dorothea Lange,1937,Storm cellar on the Texas plains. West Texas Panhandle,fsa2000001161/PP
freight-cars-and-grain-elevators-minneapolis.jpg,John Vachon,1939,"Freight cars and grain elevators. Minneapolis, Minnesota",fsa2000040904/PP
point-pleasant-vicinity-west-virginia-porcelain.jpg,Arthur S. Siegel,1943,"Point Pleasant (vicinity), West Virginia. Porcelain frog on lawn of retired riverboat pilot",owi2001029103/PP
pitcairn-pennsylvania-mrs-katie-sablejack-fortyfive.jpg,Marjory Collins,1943,"Pitcairn, Pennsylvania. Mrs. Katie Sablejack, forty-five, a Hungarian, employed as a blacksmith&#39;s helper in the Pennsylvania Railroad yards, earning seventy-two cents per hour. She is operating a half-ton steam hammer. Mrs. Sablejack is a widow and mother of two children",owi2001029221/PP
the-daughtery-family-fsa-farm-security.jpg,Dorothea Lange,1939,"The Daughtery family, FSA (Farm Security Administration borrowers). Warm Springs district, Malheur County, Oregon",fsa2000005038/PP
manager-of-the-alamo-bar-and.jpg,John Vachon,1938,"Manager of the Alamo bar, and Mildred Irwin, entertainer. North Platte, Nebraska",fsa1998021325/PP
chili-peppers-being-dried-isletta-new.jpg,Russell Lee,1940,"Chili peppers being dried, Isletta, New Mexico",fsa1998001958/PP
toilet-facilities-at-westley-camp-california.jpg,Dorothea Lange,1939,Toilet facilities at Westley camp. California,fsa2000002550/PP
sailors-looking-at-painting-entitled-quotsailors.jpg,Russell Lee,1941,"Sailors looking at painting entitled &quot;Sailors Beware&quot; at the fine arts building. San Diego, California",fsa2000020708/PP
philadelphia-pennsylvania-swedishamerican-worker-at-the.jpg,Marjory Collins,1942,"Philadelphia, Pennsylvania. Swedish-American worker at the SKF roller bearing factory",owi2001023834/PP
the-rear-of-a-multiple-family.jpg,Russell Lee,1941,"The rear of a multiple family dwelling. Navy defense housing for Marine and Naval enlisted men and a few civilian workers at the Marine and Naval bases. San Diego, California",fsa2000020789/PP
frank-tengle-cotton-sharecropper-hale-county.jpg,Walker Evans,1935,"Frank Tengle, cotton sharecropper. Hale County, Alabama",fsa1998020964/PP
snow-carnival-new-hampshire-lancaster.jpg,Arthur Rothstein,1936,"Snow carnival, New Hampshire (Lancaster)",fsa1997007853/PP
child-of-ed-bagget-sharecropper-playing.jpg,Russell Lee,1939,"Child of Ed Bagget, sharecropper, playing near Laurel, Mississippi",fsa2000013152/PP
vernon-county-wisconsin-robert-saugstad-sixteen.jpg,Arthur Rothstein,1942,"Vernon County, Wisconsin. Robert Saugstad, sixteen years old, member of the 4-H Club and of the Future Farmers of America (FFA)",owi2001008662/PP
utility-house-shafter-migrant-camp-shafter.jpg,Arthur Rothstein,1940,"Utility house. Shafter migrant camp. Shafter, California",fsa2000005969/PP
chicken-roost-made-with-limbs-of.jpg,Russell Lee,1939,"Chicken roost made with limbs of trees, El Indio, Texas",fsa1997025674/PP
cowhand-shaving-quarter-circle-u-ranch.jpg,Arthur Rothstein,1939,"Cowhand shaving. Quarter Circle &#39;U&#39; Ranch, Montana",fsa2000008963/PP
trailers-and-cars-in-sarasota-trailer.jpg,Marion Post Wolcott,1941,"Trailers and cars in Sarasota trailer park. Sarasota, Florida",fsa2000037536/PP
farm-scene-montgomery-county-maryland.jpg,Arthur Rothstein,1940,"Farm scene. Montgomery County, Maryland",fsa2000010637/PP
united-states-air-transport-command-cargo.jpg,David Eisendrath,1943,United States Air Transport Command cargo planes do double duty in transporting both cargo and personnel. The cargo is piled against the sides of the ship and there lashed in place. These are fighter pilots being flown on the same plane to join a squadron,owi2001046033/PP
beaverhead-county-montana-snow-band-and.jpg,John Vachon,1942,"Beaverhead County, Montana. Snow band and snow fence",fsa2000045736/PP
doorstop-in-courthouse-franklin-heard-county.jpg,Jack Delano,1941,"Doorstop in courthouse. Franklin, Heard County, Georgia",fsa2000025521/PP
negro-couple-intrastate-migratory-workers-sleeping.jpg,Russell Lee,1939,"Negro couple, intrastate migratory workers, sleeping on the floor. Near Independence, Louisiana",fsa2000014031/PP
peanut-grader-peanutshelling-plant-comanche-texas.jpg,Russell Lee,1939,"Peanut grader. Peanut-shelling plant. Comanche, Texas",fsa2000015969/PP
migrant-family-stopped-at-the-californiaarizona.jpg,Dorothea Lange,1937,"Migrant family stopped at the California-Arizona state line to have their baggage inspected for plant pests. Yuma, Arizona",fsa2000001002/PP
guanica-puerto-rico-vicinity-a-three.jpg,Jack Delano,1942,"Guanica, Puerto Rico (vicinity) A Three Kings&#39; eve party at the home of a farm labor family",fsa2000029164/PP
clovis-new-mexico-one-of-the.jpg,Jack Delano,1943,"Clovis, New Mexico. One of the giant 5000 Class engines coming out of the Atchison, Topeka and Santa Fe Railroad roundhouse for a run to Vaughn, New Mexico",owi2001022016/PP
group-of-people-sitting-in-square.jpg,Russell Lee,1939,"Group of people sitting in square in front of courthouse, Tahlequah, Oklahoma",fsa1997026767/PP
game-of-pennyante-in-general-store.jpg,Russell Lee,1938,Game of penny-ante in general store near New Iberia. This store is the social center of the immediate community,fsa2000012927/PP
farmers-supply-company-next-to-tobacco.jpg,Marion Post Wolcott,1939,"Farmer&#39;s supply company next to tobacco warehouse, Durham, North Carolina",fsa1998013869/PP
cabin-of-negroes-living-near-jefferson.jpg,Russell Lee,1939,"Cabin of Negroes living near Jefferson, Texas. This family owned about thirty acres but were not farming it, doing day labor for a living",fsa2000013948/PP
kaffir-corn-marshall-texas.jpg,Russell Lee,1939,"Kaffir corn, Marshall, Texas",fsa1997025785/PP
county-home-demonstration-agent-explaining-various.jpg,Russell Lee,1940,"County home demonstration agent explaining various types of roofing to members of the home demonstration club. McIntosh County, Oklahoma",fsa2000016582/PP
buffalo-new-york-mabel-goodwin-forteen.jpg,Marjory Collins,1943,"Buffalo, New York. Mabel Goodwin, forteen, is further interviewed after filling out a preliminary blank in the front office of the Bell Aircraft plant. She worked in a factory in the last war, and has since been a housewife and has two children over fourteen",owi2001026856/PP
shipbuilding-quotlibertyquot-ships-these-workers-are.jpg,Alfred T. Palmer,1941,"Shipbuilding. &quot;Liberty&quot; ships. These workers are making the final fitting and checking of the rigging of the masthead of a new member of the &quot;Liberty Fleet&quot; at a large Eastern shipyard. Bethlehem-Fairfield Shipyards Inc., Baltimore, Maryland",oem2002001144/PP
new-york-new-york-policeman-no.jpg,Gordon Parks,1943,"New York, New York. Policeman no. 19687",owi2001025258/PP
dairy-herd-in-maricopa-county-arizona.jpg,Russell Lee,1940,"Dairy herd in Maricopa County, Arizona. Dairying is one of the principle industries of this country",fsa2000017410/PP
when-the-tobacco-is-brought-inside.jpg,Marion Post Wolcott,1939,"When the tobacco is brought inside the warehouse on the trailer it is taken off the sticks and packed in baskets for the auction sale. Durham, North Carolina",fsa2000032769/PP
main-street-penasco-new-mexico.jpg,Russell Lee,1940,"Main street. Penasco, New Mexico",fsa2000018506/PP
exsharecropper-fsa-farm-security-administration-client.jpg,Russell Lee,1938,"Ex-sharecropper, FSA (Farm Security Administration) client, going to work in the fields, New Madrid County, Missouri",fsa1997023276/PP
shucking-oysters-at-twentyfive-cents-a.jpg,Arthur Rothstein,1936,"Shucking oysters at twenty-five cents a gallon, Rock Point, Maryland. The average shucker does five gallons a day",fsa1998019792/PP
man-working-on-foundation-for-new.jpg,Russell Lee,1940,"Man working on foundation for new house in cheap residential section of Corpus Christi, Texas. Many cheap houses are now being built to satisfy the demand of workmen and their families for housing",fsa2000019626/PP
shepherd-removing-lambing-tent-from-wagon.jpg,Arthur Rothstein,1939,"Shepherd removing lambing tent from wagon. Madison County, Montana",fsa2000008780/PP
bethlehemfairfield-shipyards-baltimore-maryland-forward-end.jpg,Arthur S. Siegel,1943,"Bethlehem-Fairfield shipyards, Baltimore, Maryland. Forward end of a midship deck house",owi2001025540/PP
tobacco-plant-the-peg-and-glove.jpg,Jack Delano,1940,"Tobacco plant, the peg, and glove to prevent blisters. Near Farrington, Orange County, North Carolina",fsa2000022069/PP
sunday-morning-revival-of-the-victory.jpg,Dorothea Lange,1938,"Sunday morning revival of the Victory through Christ Society. Dos Palos, California",fsa2000001824/PP
one-of-erasty-emvichs-sons-weaving.jpg,Russell Lee,1937,"One of Erasty Emvich&#39;s sons weaving a rug in farmhouse near Battle Ground, Indiana. Mr. Emvich, tenant farmer and father of twelve children, also weaves in his spare time",fsa1998022372/PP
production-mm-shells-welding-base-cover.jpg,Alfred T. Palmer,1941,"Production. 155mm shells. Welding base cover plates of 155mm shells on a Thomson-Gibb welder in a converted auto plant. Willy&#39;s, Toledo, Ohio",oem2002004549/PP
cans-of-milk-arriving-early-in.jpg,Russell Lee,1941,"Cans of milk arriving early in the morning at the Tillamook cheese plant. Tillamook, Oregon",fsa2000047463/PP
ringing-the-gong-for-dinner-at.jpg,Russell Lee,1940,"Ringing the gong for dinner at the free barbecue, Labor Day, Ridgway, Colorado",fsa1998001902/PP
sheep-on-way-to-loading-camp.jpg,Arthur Rothstein,1939,"Sheep on way to loading camp stockyard, Denver, Colorado",fsa1997012607/PP
the-man-behind-the-gun-worker.jpg,Alfred T. Palmer,1942,The man behind the gun. Worker in an eastern arsenal finishing up the breech end of a tube of a medium-caliber gun for the war program,oem2002000093/PP
crates-of-chickens-on-back-of.jpg,Marion Post Wolcott,1940,"Crates of chickens on back of farmer&#39;s car. Port Gibson, Mississippi",fsa2000035379/PP
at-the-hamburger-stand-on-the.jpg,Russell Lee,1941,"At the hamburger stand on the Fourth of July, Vale, Oregon",fsa1998002542/PP
auctioning-off-the-prize-baby-beeves.jpg,Arthur Rothstein,1939,"Auctioning off the prize baby beeves, Central Iowa 4-H Club fair, Marshalltown, Iowa",fsa1997012256/PP
fsa-farm-security-administration-client-sitting.jpg,Russell Lee,1938,"FSA (Farm Security Administration) client sitting on cultivator, Southeast Missouri Farms",fsa1997023301/PP
russell-d-glenn-fsa-farm-security.jpg,Arthur Rothstein,1939,"Russell D. Glenn, FSA (Farm Security Administration) rehabilitation client, haying on his farm. Chaffee County, Colorado",fsa2000009877/PP
picking-peas-labor-contractors-crew-nampa.jpg,Russell Lee,1941,"Picking peas, labor contractor&#39;s crew. Nampa, Idaho",fsa1998002513/PP
crowds-at-cherry-blossom-festival-tidal.jpg,Martha McMillan Roberts,1941,"Crowds at Cherry Blossom Festival. Tidal Basin, Washington, D.C.",fsa1998024106/PP
passengers-in-the-waiting-room-at.jpg,Jack Delano,1941,"Passengers in the waiting room at the municipal airport in Washington, D.C.",fsa1998008792/PP
negro-barber-shop-atlanta-georgia.jpg,Walker Evans,1936,"Negro barber shop. Atlanta, Georgia",fsa1998020921/PP
grain-trimmer-duluth-minnesota.jpg,John Vachon,1941,"Grain trimmer, Duluth, Minnesota",fsa1998005620/PP
mr-and-mrs-caudill-moving-furniture.jpg,Russell Lee,1940,"Mr. and Mrs. Caudill moving furniture from their dugout. Pie Town, New Mexico",fsa2000017939/PP
accurate-workmanship-is-required-to-make.jpg,Alfred T. Palmer,1942,"Accurate workmanship is required to make perfectly uniform shells for the Army. Inspectors are on the alert to reject those which fail to meet requirements. Oldsmobile, Lansing, Michigan",oem2002002078/PP
churches-gilead-nebraska.jpg,John Vachon,1938,"Churches, Gilead, Nebraska",fsa1997003614/PP
united-states-marine-corp-band-on.jpg,J. Sherrel Lakey,1945,United States Marine Corp Band on the South Lawn o the White House during President Roosevelt&#39;s fourth term inaugural,owi2001043034/PP
roosevelt-county-new-mexico-highway-sign.jpg,John Vachon,1942,"Roosevelt County, New Mexico. Highway sign",owi2001014475/PP
farm-cascade-county-montana.jpg,Arthur Rothstein,1939,"Farm. Cascade County, Montana",fsa2000008782/PP
source-of-water-supply-in-the.jpg,Arthur Rothstein,1937,"Source of water supply in the camp for migratory workers at Belle Glade, Florida",fsa1997008160/PP
chicken-coop-of-white-tenant-farmer.jpg,Russell Lee,1939,"Chicken coop of white tenant farmer, McIntosh County, Oklahoma",fsa1997026333/PP
buttonwillow-california-new-largescale-cotton-farming.jpg,Dorothea Lange,1939,"Buttonwillow, California. New large-scale cotton farming district",fsa2000002375/PP
migratory-laborer-cleaning-his-hat-at.jpg,Russell Lee,1940,"Migratory laborer cleaning his hat at the Agua Fria Migratory Labor Camp, Arizona",fsa1998000752/PP
camp-of-mexican-land-grubber-el.jpg,Russell Lee,1939,"Camp of Mexican land grubber, El Indio, Texas",fsa1997025733/PP
alley-dwellings-between-pierce-street-l.jpg,Carl Mydans,1935,"Alley dwellings between Pierce Street, L Street, First Street and North Capitol Street. Washington, D.C.",fsa1998017465/PP
first-grade-boy-and-girl-at.jpg,Elmer Johnson,1935,"First grade boy and girl at drawing board in schoolroom. Reedsville, West Virginia",fsa1998017927/PP
fascism-and-uncle-sam-sign-on.jpg,Russell Lee,1939,"Fascism and Uncle Sam sign on box car, Crystal City, Texas",fsa1997025657/PP
washington-dc-a-boys-table-at.jpg,Esther Bubley,1943,"Washington, D.C. A boys&#39; table at the student cafeteria at Woodrow Wilson High School",owi2001036804/PP
between-tulare-and-fresno-california-from.jpg,Dorothea Lange,1939,"Between Tulare and Fresno, California. From the overpass approaching Fresno",fsa2000003213/PP
logs-on-flatcar-which-take-them.jpg,Russell Lee,1941,"Logs on flatcar which take them into town from mountain logging camp. Baker County, Oregon",fsa2000020345/PP
church-midland-michigan.jpg,John Vachon,1941,"Church. Midland, Michigan",fsa2000044423/PP
goods-to-be-auctioned-at-sparlin.jpg,Russell Lee,1937,"Goods to be auctioned at Sparlin sale, Orth, Minnesota",fsa1997022059/PP
cotton-gin-near-lehi-arkansas.jpg,Russell Lee,1938,"Cotton gin near Lehi, Arkansas",fsa1997024386/PP
mansion-on-main-street-used-by.jpg,Arthur Rothstein,1937,"Mansion on main street used by antique dealer, Rockland, Maine",fsa1997008977/PP
dallas-texas-mailing-room-at-the.jpg,John Vachon,1943,"Dallas, Texas. Mailing room at the Dallas Morning News",owi2001024561/PP
laundry-wagon-calling-at-trailer-in.jpg,John Vachon,1941,"Laundry wagon calling at trailer in FSA (Farm Security Administration) camp, Erie, Pennsylvania. There are no stores or shops in the neighborhood. Groceries, milk, etc., are brought in by truck. General Electric plant in background",fsa2000043485/PP
blind-and-thin-horse-on-glen.jpg,Russell Lee,1936,"Blind and thin horse on Glen Cook&#39;s farm near Smithland, Iowa",fsa1997021476/PP
corners-of-living-room-in-farmers.jpg,Russell Lee,1940,"Corners of living room in farmer&#39;s home in the Animas River Valley. La Plata County, Colorado",fsa2000019135/PP
farm-land-mcintosh-county-oklahoma-notice.jpg,Russell Lee,1940,"Farm land, McIntosh County, Oklahoma. Notice how the soil has washed. This county is one of the worst eroded in the state",fsa2000016655/PP
cowhand-with-cattle-three-circle-roundup.jpg,Arthur Rothstein,1939,"Cowhand with cattle. Three Circle roundup. Custer Forest, Montana",fsa2000009004/PP
southington-connecticut-sunday-service.jpg,Fenno Jacobs,1942,"Southington, Connecticut. Sunday service",owi2001038990/PP
trophy-case-for-awards-given-at.jpg,Russell Lee,1942,"Trophy case for awards given at the annual field day of the FSA (Farm Security Administration) farmworkers community, Yuma, Arizona",fsa1998003480/PP
war-workers-nursery-catherine-simmons-plays.jpg,Ann Rosener,1943,"War workers&#39; nursery. Catherine Simmons plays Red Cross nurse at the Bella Vista Nursery School in Oakland, California",oem2002008448/PP
shoeshine-boy-brownsville-texas.jpg,Arthur Rothstein,1942,"Shoeshine boy, Brownsville, Texas",fsa1997013716/PP
sculptured-lion-made-in-oregon.jpg,Russell Lee,1937,Sculptured lion made in Oregon,fsa2000011706/PP
signboard-entering-sweetwater-texas.jpg,Russell Lee,1939,"Signboard, entering Sweetwater, Texas",fsa1997026563/PP
quotpitch-till-you-winquot-at-the.jpg,Jack Delano,1941,"&quot;Pitch till you win&quot; at the Rutland Fair, Rutland, Vermont",fsa1998009118/PP
john-cockle-on-a-downtown-lincoln.jpg,John Vachon,1942,John Cockle on a downtown Lincoln street corner. Nebraska,owi2001005283/PP
deschutes-county-oregon-vacationists-at-davis.jpg,Russell Lee,1942,"Deschutes County, Oregon. Vacationists at Davis Lake",fsa2000050258/PP
transportation-in-the-south-mississippi.jpg,Dorothea Lange,1936,Transportation in the South. Mississippi,fsa1998021623/PP
chicken-house-and-fruit-ladders-on.jpg,Russell Lee,1940,"Chicken house and fruit ladders on farm of Paul Erickson. Yuba County, California",fsa2000019326/PP
sons-of-mr-thaxton-farmer-on.jpg,Ben Shahn,1938,"Sons of Mr. Thaxton, farmer, on horseback in farmyard, near Mechanicsburg, Ohio",fsa1997017866/PP
cabin-at-gees-bend-alabama.jpg,Arthur Rothstein,1937,"Cabin at Gees Bend, Alabama",fsa2000006861/PP
schenectady-new-york-home-economics-pupils.jpg,Philip Bonn,1943,"Schenectady, New York. Home economics pupils using a jar clamp that was made in the trades and industries class at the Oneida school",owi2001032599/PP
hotel-built-for-jobless-friends-by.jpg,Marion Post Wolcott,1940,"Hotel built for jobless friends by mountain man near Hindman, Kentucky",fsa2000036369/PP
rural-road-ward-county-north-dakota.jpg,John Vachon,1940,"Rural road. Ward County, North Dakota",fsa2000042297/PP
fish-restaurant-for-colored-in-the.jpg,Dorothea Lange,1937,"Fish restaurant for colored in the quarter cotton hoers are recruited. Memphis, Tennessee",fsa2000001435/PP
son-of-john-harshenberger-mennonite-farmer.jpg,Russell Lee,1937,"Son of John Harshenberger, Mennonite farmer. Sheridan County, Montana",fsa2000012083/PP
fort-belvoir-virginia-two-soldiers-wearing.jpg,Howard Liberman,1942,"Fort Belvoir, Virginia. Two soldiers, wearing heavy gloves, handling barbed wire steel screw type picket",owi2001040688/PP
vernon-county-wisconsin-edward-saugstad-and.jpg,Arthur Rothstein,1942,"Vernon County, Wisconsin. Edward Saugstad and the county agent examining corn crop",owi2001008600/PP
charleston-west-virginia-the-river-front.jpg,Arthur S. Siegel,1943,"Charleston, West Virginia. The river front along the Kanawha River",owi2001028917/PP
women-in-essential-services-exfountain-girl.jpg,Ann Rosener,1943,"Women in essential services. Ex-fountain girl Anita Robinson unloads freight cars at the Paraffine Company in Emeryville, California. She&#39;s one of many women workers who are taking over essential jobs in industry",oem2002008215/PP
